ID,AIRLINE_ID,AIRPLANE_ID,CREW_ID,FLIGHT_NUMBER,PURCHASED_TICKETS,DEPARTURE_TIME,ARRIVAL_TIME,FLIGHT_LENGTH,PLACE_OF_DEPARTURE_ID,PLACE_OF_ARRIVAL_ID,DISTANCE,DELAY,STATUS
895,1039,1,100,465,352,"27/03/2018, 20:00","28/03/2018, 1:49",13,21,21,993,8,waiting for departure
896,631,5,86,635,377,"30/09/2015, 6:27","30/09/2015, 23:44",10,2,2,2029,40,delayed
897,182,4,13,575,286,"02/04/2021, 9:07","03/04/2021, 2:31",5,9,9,4236,32,delayed
898,700,8,75,811,373,"18/03/2021, 17:57","19/03/2021, 12:07",21,30,30,4451,17,takeoff
899,337,4,51,751,105,"15/08/2022, 12:52","16/08/2022, 6:56",20,21,21,2277,17,waiting for departure
900,921,7,61,544,187,"01/01/2019, 3:38","01/01/2019, 21:14",12,9,9,1186,41,takeoff
901,98,5,41,841,123,"02/04/2022, 5:41","02/04/2022, 18:02",6,26,26,2805,32,delayed
902,458,2,86,975,272,"30/03/2017, 19:51","31/03/2017, 5:32",14,13,13,4533,6,takeoff
903,1897,3,11,633,247,"30/05/2022, 5:05","30/05/2022, 8:24",13,13,13,3199,40,takeoff
904,1767,5,76,241,329,"27/05/2015, 3:02","27/05/2015, 6:37",23,4,4,2143,35,takeoff
905,947,1,95,370,264,"15/02/2021, 0:43","15/02/2021, 11:06",3,31,31,2135,15,waiting for departure
906,111,3,82,580,179,"26/07/2020, 14:48","27/07/2020, 10:02",23,27,27,4647,57,takeoff
907,1434,8,52,476,496,"03/05/2022, 15:55","04/05/2022, 12:53",19,8,8,1285,18,canceled
908,101,3,79,399,378,"09/01/2020, 10:04","10/01/2020, 2:58",5,15,15,828,38,arrived
909,1830,7,82,335,413,"09/04/2019, 19:45","10/04/2019, 10:31",14,26,26,1560,39,takeoff
910,914,2,97,424,274,"13/02/2019, 21:20","14/02/2019, 13:14",12,15,15,4524,55,delayed
911,948,3,88,597,372,"17/08/2018, 12:57","17/08/2018, 19:38",4,26,26,2407,54,canceled
912,87,1,38,153,449,"10/03/2016, 6:20","11/03/2016, 5:11",10,31,31,2176,55,takeoff
913,1239,8,34,549,143,"02/05/2019, 4:57","02/05/2019, 10:14",20,21,21,4801,1,delayed
914,444,6,76,203,229,"12/07/2017, 22:37","13/07/2017, 17:47",3,13,13,1587,26,waiting for departure
915,23,3,21,268,253,"09/01/2020, 13:04","09/01/2020, 22:39",12,8,8,4306,21,waiting for departure
916,1021,6,38,594,498,"15/11/2018, 0:59","15/11/2018, 13:05",3,11,11,889,6,takeoff
917,80,5,33,344,441,"06/09/2016, 18:05","07/09/2016, 0:36",8,1,1,2720,16,canceled
918,1297,7,4,915,236,"13/08/2022, 11:29","14/08/2022, 0:56",13,7,7,2856,15,delayed
919,1345,6,94,596,363,"30/01/2019, 14:43","30/01/2019, 18:59",22,7,7,2898,56,delayed
920,1880,3,82,119,213,"28/02/2016, 4:16","28/02/2016, 22:47",24,7,7,475,40,delayed
921,1635,4,64,315,242,"12/05/2017, 17:26","13/05/2017, 17:04",19,20,20,2395,35,waiting for departure
922,1769,2,42,656,283,"27/08/2021, 7:28","28/08/2021, 2:45",11,6,6,723,43,waiting for departure
923,1283,4,71,489,179,"17/08/2017, 9:56","18/08/2017, 6:30",12,16,16,1288,35,takeoff
924,594,4,64,553,289,"24/11/2015, 4:48","24/11/2015, 20:19",2,21,21,4110,55,arrived
925,1785,4,74,862,110,"02/11/2019, 12:30","02/11/2019, 15:26",14,29,29,1550,55,canceled
926,763,3,71,193,478,"01/04/2021, 15:16","02/04/2021, 10:10",17,10,10,2994,5,delayed
927,727,4,90,268,116,"26/06/2021, 15:53","27/06/2021, 9:15",9,29,29,3824,55,waiting for departure
928,564,6,80,372,485,"07/10/2022, 1:26","07/10/2022, 12:15",13,5,5,2633,50,takeoff
929,1618,6,88,741,184,"23/06/2017, 3:50","23/06/2017, 18:13",4,26,26,2491,18,takeoff
930,970,7,58,270,130,"08/01/2019, 22:43","09/01/2019, 7:03",7,5,5,3208,48,arrived
931,853,3,68,235,351,"25/02/2017, 16:37","26/02/2017, 6:51",10,11,11,3241,4,delayed
932,1824,1,89,477,185,"19/12/2020, 23:38","20/12/2020, 17:44",7,9,9,457,41,arrived
933,771,4,19,548,162,"14/01/2021, 8:00","14/01/2021, 15:36",14,26,26,1208,42,waiting for departure
934,673,4,27,585,134,"19/03/2019, 15:23","20/03/2019, 5:21",21,13,13,4865,27,delayed
935,1456,6,6,931,257,"11/11/2021, 14:27","12/11/2021, 3:19",4,15,15,4718,57,arrived
936,1285,2,85,146,474,"15/02/2016, 1:44","15/02/2016, 23:56",4,5,5,2545,48,canceled
937,987,3,94,290,365,"01/08/2022, 8:04","02/08/2022, 5:24",16,10,10,722,34,delayed
938,851,3,59,760,323,"24/03/2022, 11:58","24/03/2022, 14:33",15,12,12,1686,60,delayed
939,286,6,43,651,164,"05/06/2017, 21:40","06/06/2017, 19:49",4,18,18,2471,36,waiting for departure
940,1833,6,4,757,139,"31/07/2021, 11:48","31/07/2021, 23:07",2,1,1,4914,18,takeoff
941,275,6,24,435,403,"04/08/2018, 8:30","04/08/2018, 19:46",10,21,21,2734,53,delayed
942,1666,3,80,822,240,"15/04/2019, 10:06","16/04/2019, 2:57",19,14,14,4897,59,takeoff
943,354,1,58,893,437,"04/11/2018, 14:48","05/11/2018, 13:11",7,27,27,2889,58,waiting for departure
944,1300,4,90,420,487,"20/12/2019, 7:16","20/12/2019, 12:47",8,4,4,3483,39,waiting for departure
945,863,8,24,146,396,"18/05/2017, 21:35","19/05/2017, 11:47",17,9,9,2073,43,canceled
946,1815,1,90,213,237,"29/08/2020, 14:52","29/08/2020, 21:12",22,15,15,3660,2,delayed
947,780,3,34,848,209,"22/01/2018, 4:00","22/01/2018, 20:38",13,5,5,2639,49,arrived
948,216,1,69,541,426,"05/01/2020, 14:59","05/01/2020, 20:57",11,30,30,4965,13,delayed
949,1127,4,91,625,159,"25/08/2019, 5:39","25/08/2019, 23:11",15,7,7,1053,53,takeoff
950,1899,1,19,997,431,"16/06/2020, 11:42","16/06/2020, 15:51",7,9,9,1565,15,waiting for departure
951,112,6,77,707,254,"24/04/2020, 18:09","25/04/2020, 12:48",11,9,9,965,9,arrived
952,629,3,39,517,471,"23/10/2021, 7:26","23/10/2021, 14:52",8,12,12,1588,3,delayed
953,1979,2,21,848,476,"03/06/2020, 17:09","04/06/2020, 1:04",2,14,14,317,32,canceled
954,1470,2,73,685,446,"14/07/2021, 22:02","15/07/2021, 8:09",18,13,13,3520,8,arrived
955,374,3,26,970,414,"07/10/2020, 23:33","08/10/2020, 21:57",3,13,13,4890,40,takeoff
956,1349,3,62,951,480,"11/04/2019, 17:32","12/04/2019, 7:29",6,26,26,4834,13,takeoff
957,1212,6,18,732,190,"11/01/2016, 1:16","11/01/2016, 19:38",16,19,19,3004,14,waiting for departure
958,215,1,5,259,381,"03/11/2022, 6:53","03/11/2022, 18:29",5,9,9,429,26,arrived
959,889,3,72,525,452,"06/03/2016, 2:38","06/03/2016, 10:25",21,12,12,4652,20,waiting for departure
960,1144,5,69,790,263,"18/12/2020, 1:28","19/12/2020, 0:59",3,32,32,1533,48,delayed
961,1497,4,8,855,207,"05/01/2019, 1:09","05/01/2019, 8:14",24,27,27,3009,9,canceled
962,1302,4,94,492,126,"22/07/2015, 13:55","23/07/2015, 8:19",12,20,20,4202,54,canceled
963,836,3,57,946,293,"25/08/2020, 13:59","26/08/2020, 4:43",1,29,29,1840,13,canceled
964,1629,1,24,785,323,"31/08/2020, 8:46","01/09/2020, 2:13",9,11,11,2696,17,delayed
965,1382,3,40,908,411,"03/10/2020, 17:52","04/10/2020, 13:16",3,33,33,2301,12,waiting for departure
966,363,5,67,990,120,"05/02/2020, 21:31","06/02/2020, 0:31",24,18,18,3671,30,waiting for departure
967,1889,7,86,237,420,"26/08/2016, 17:46","27/08/2016, 15:28",6,21,21,2078,13,waiting for departure
968,29,2,54,131,464,"24/04/2020, 13:53","25/04/2020, 8:23",14,4,4,2171,36,canceled
969,380,4,86,112,222,"17/07/2016, 23:17","18/07/2016, 16:53",15,4,4,4480,4,waiting for departure
970,143,8,91,975,409,"01/11/2019, 8:55","02/11/2019, 5:38",3,11,11,3801,7,takeoff
971,385,5,54,551,272,"24/09/2015, 7:47","24/09/2015, 23:52",20,2,2,1837,29,delayed
972,1252,1,11,526,281,"23/11/2019, 16:48","24/11/2019, 0:34",16,21,21,1505,11,waiting for departure
973,970,8,36,746,366,"12/06/2016, 0:30","12/06/2016, 16:06",11,16,16,4212,37,takeoff
974,1990,7,93,879,119,"18/02/2020, 3:22","18/02/2020, 18:39",19,18,18,2056,51,takeoff
975,117,6,71,531,287,"14/04/2020, 20:40","15/04/2020, 2:52",24,13,13,4286,20,waiting for departure
976,340,6,16,117,104,"30/06/2019, 23:50","01/07/2019, 10:47",4,2,2,4236,6,takeoff
977,200,6,88,227,437,"27/04/2018, 9:17","28/04/2018, 7:16",3,9,9,3675,48,canceled
978,1945,7,37,598,136,"23/04/2019, 13:48","23/04/2019, 18:24",18,17,17,2341,37,canceled
979,536,5,26,656,231,"21/11/2018, 13:56","22/11/2018, 4:17",13,27,27,1793,38,takeoff
980,875,5,86,569,290,"28/02/2022, 17:49","01/03/2022, 9:19",10,30,30,411,40,delayed
981,241,2,71,370,423,"28/10/2020, 0:36","28/10/2020, 11:29",21,17,17,3163,12,arrived
982,369,8,62,861,458,"06/04/2022, 18:06","07/04/2022, 13:03",8,5,5,1551,13,delayed
983,507,6,68,244,421,"11/09/2016, 17:49","12/09/2016, 14:14",22,29,29,910,32,arrived
984,815,7,95,964,430,"30/10/2019, 16:04","31/10/2019, 10:24",1,6,6,1834,19,takeoff
985,787,2,19,882,486,"24/12/2018, 20:53","25/12/2018, 17:15",11,10,10,981,43,delayed
986,352,8,57,425,308,"07/01/2020, 12:52","08/01/2020, 9:06",8,21,21,2426,31,canceled
987,1177,5,95,225,223,"23/07/2017, 21:30","24/07/2017, 0:52",13,26,26,4603,47,waiting for departure
988,1849,2,13,116,340,"28/03/2019, 9:45","29/03/2019, 3:00",3,21,21,695,16,delayed
989,651,3,60,712,384,"11/12/2021, 3:59","11/12/2021, 13:38",8,14,14,507,22,takeoff
990,1450,7,29,846,491,"19/07/2021, 23:53","20/07/2021, 13:10",5,20,20,3727,46,takeoff
991,290,2,77,878,223,"19/09/2019, 3:56","19/09/2019, 14:58",17,4,4,4074,13,canceled
992,423,2,82,284,305,"03/08/2017, 15:11","04/08/2017, 3:22",24,12,12,1794,54,waiting for departure
993,1717,6,38,263,167,"03/06/2019, 3:07","03/06/2019, 7:20",5,12,12,644,46,takeoff
994,1183,4,63,328,213,"17/04/2016, 23:01","18/04/2016, 9:48",1,31,31,536,34,arrived
995,113,5,39,170,454,"25/05/2016, 5:07","26/05/2016, 3:51",3,1,1,468,10,takeoff
996,253,6,29,490,246,"16/09/2016, 3:16","16/09/2016, 18:48",15,11,11,4642,14,canceled
997,781,4,79,864,456,"17/06/2020, 22:33","18/06/2020, 22:19",3,10,10,536,25,arrived
998,335,3,38,817,316,"02/08/2017, 3:15","02/08/2017, 17:23",5,19,19,2558,29,takeoff
999,1581,5,21,997,234,"05/06/2017, 12:07","06/06/2017, 4:45",20,19,19,1738,19,waiting for departure
1000,412,6,37,824,156,"31/05/2021, 6:50","31/05/2021, 10:53",4,5,5,3326,18,waiting for departure
1001,1722,1,20,288,329,"28/08/2022, 1:42","28/08/2022, 16:22",2,4,4,4220,55,waiting for departure
1002,1211,5,52,283,440,"02/04/2015, 17:40","03/04/2015, 0:22",13,15,15,2711,41,waiting for departure
1003,1642,5,48,628,320,"28/03/2022, 2:25","28/03/2022, 13:41",19,30,30,1211,30,canceled
1004,1669,7,82,553,241,"02/09/2018, 12:04","03/09/2018, 0:51",10,20,20,618,25,delayed
1005,464,4,15,920,130,"10/02/2019, 13:53","11/02/2019, 4:06",17,2,2,3236,50,delayed
1006,61,8,77,719,251,"08/11/2022, 12:44","09/11/2022, 5:01",2,13,13,968,39,takeoff
1007,1300,2,15,477,352,"08/07/2021, 11:40","09/07/2021, 6:51",23,1,1,2498,4,delayed
1008,1186,5,2,874,360,"14/06/2021, 16:49","15/06/2021, 10:28",8,21,21,1621,14,arrived
1009,1226,8,88,992,228,"06/12/2015, 8:58","07/12/2015, 1:24",1,30,30,3461,38,waiting for departure
1010,1833,5,63,819,416,"17/08/2022, 17:30","18/08/2022, 8:00",13,2,2,2092,4,takeoff
1011,1856,6,41,433,343,"10/02/2016, 21:49","11/02/2016, 9:36",24,32,32,4026,13,delayed
1012,145,3,85,395,197,"15/03/2022, 23:51","16/03/2022, 23:35",5,21,21,3850,42,takeoff
1013,1678,3,42,565,453,"15/10/2019, 17:15","16/10/2019, 6:55",7,31,31,3790,55,delayed
1014,174,5,51,659,331,"15/08/2016, 3:44","16/08/2016, 1:45",16,28,28,1802,34,takeoff
1015,1337,3,82,391,304,"25/06/2017, 21:37","26/06/2017, 14:15",2,3,3,406,37,waiting for departure
1016,1206,4,100,273,242,"25/01/2018, 19:16","26/01/2018, 16:45",22,16,16,2402,19,waiting for departure
1017,228,5,52,241,242,"12/05/2022, 2:05","13/05/2022, 1:50",24,20,20,4906,15,canceled
1018,1587,3,29,512,143,"24/11/2015, 15:20","24/11/2015, 21:47",6,32,32,4327,28,waiting for departure
1019,1095,5,89,887,298,"15/09/2022, 11:55","15/09/2022, 18:43",1,1,1,4172,36,waiting for departure
1020,707,4,88,966,110,"11/01/2019, 21:48","12/01/2019, 10:22",19,14,14,1494,31,arrived
1021,1783,1,41,916,466,"22/01/2016, 12:56","23/01/2016, 12:43",20,4,4,1177,25,arrived
1022,451,7,26,574,438,"04/05/2016, 11:03","04/05/2016, 18:35",10,20,20,2766,5,takeoff
1023,358,1,26,111,149,"25/11/2015, 0:25","25/11/2015, 23:30",15,32,32,1796,37,waiting for departure
1024,1690,5,60,118,490,"22/06/2017, 20:59","23/06/2017, 0:38",14,2,2,3970,2,takeoff
1025,1903,7,54,678,486,"15/09/2021, 12:52","16/09/2021, 10:55",6,18,18,4599,24,waiting for departure
1026,1833,6,53,494,126,"04/02/2015, 23:49","05/02/2015, 21:42",3,26,26,4642,51,takeoff
1027,662,4,61,422,452,"06/01/2021, 14:38","07/01/2021, 10:36",19,7,7,2190,55,waiting for departure
1028,993,7,49,637,393,"22/09/2022, 22:43","23/09/2022, 4:18",6,1,1,985,50,canceled
1029,1147,2,63,730,214,"14/08/2015, 8:11","14/08/2015, 21:10",23,13,13,851,36,waiting for departure
1030,680,1,64,247,148,"30/09/2022, 2:39","30/09/2022, 20:40",7,12,12,2910,15,arrived
1031,231,1,91,787,462,"20/01/2022, 14:37","20/01/2022, 19:02",11,7,7,313,18,takeoff
1032,554,6,99,142,337,"02/06/2017, 19:18","03/06/2017, 16:27",20,6,6,1781,60,arrived
1033,247,6,48,488,249,"06/12/2021, 19:43","07/12/2021, 10:58",9,29,29,3395,4,canceled
1034,111,4,60,961,495,"15/03/2017, 2:27","15/03/2017, 5:19",20,7,7,2604,54,canceled
1035,958,1,83,509,180,"09/01/2017, 7:40","10/01/2017, 1:36",7,18,18,1928,32,delayed
1036,967,3,59,528,458,"27/04/2021, 1:04","27/04/2021, 15:07",20,11,11,1972,49,takeoff
1037,398,4,38,238,295,"01/08/2021, 20:05","02/08/2021, 0:05",15,15,15,1007,31,takeoff
1038,1536,8,45,492,321,"28/10/2022, 3:58","28/10/2022, 18:55",10,5,5,1475,11,arrived
1039,534,3,75,797,483,"13/11/2020, 6:43","13/11/2020, 20:56",2,17,17,1000,36,delayed
1040,1121,3,3,563,194,"19/06/2018, 23:44","20/06/2018, 8:41",19,28,28,603,9,canceled
1041,1445,7,69,450,140,"27/04/2022, 4:50","27/04/2022, 22:05",14,26,26,2226,18,canceled
1042,8,4,99,879,446,"11/04/2021, 2:42","11/04/2021, 13:24",5,27,27,1448,56,canceled
1043,950,1,90,587,455,"03/05/2022, 17:50","04/05/2022, 0:20",7,12,12,4424,22,delayed
1044,627,2,67,151,424,"21/08/2015, 3:07","21/08/2015, 15:52",12,28,28,4907,59,arrived
1045,1006,6,60,878,204,"27/07/2020, 14:15","27/07/2020, 20:42",6,20,20,1208,46,delayed
1046,681,1,45,632,235,"06/04/2017, 16:46","07/04/2017, 9:49",10,12,12,2165,44,takeoff
1047,1376,4,55,426,494,"07/03/2021, 8:43","07/03/2021, 23:04",23,31,31,632,8,arrived
1048,217,8,15,359,296,"29/06/2018, 1:58","29/06/2018, 19:23",21,8,8,4131,25,waiting for departure
1049,1584,8,62,570,393,"05/02/2019, 17:23","05/02/2019, 21:28",5,29,29,895,42,canceled
1050,1586,8,87,142,193,"07/07/2022, 7:39","08/07/2022, 2:51",3,2,2,596,47,takeoff
1051,838,2,80,515,341,"22/11/2019, 22:02","23/11/2019, 15:23",18,2,2,2887,58,canceled
1052,541,1,25,525,196,"03/01/2019, 5:55","04/01/2019, 5:46",8,21,21,3082,58,canceled
1053,992,2,60,587,376,"03/02/2022, 4:32","04/02/2022, 2:06",4,1,1,3503,30,delayed
1054,1552,3,75,910,475,"02/01/2015, 21:19","03/01/2015, 16:37",20,7,7,2069,17,waiting for departure
1055,1882,1,57,171,203,"18/05/2015, 21:00","19/05/2015, 13:30",18,20,20,1401,29,arrived
1056,638,6,74,672,411,"19/07/2017, 12:35","19/07/2017, 21:29",24,3,3,4004,8,canceled
1057,603,1,80,510,189,"26/12/2017, 9:32","26/12/2017, 12:41",8,29,29,948,33,delayed
1058,1977,3,3,249,398,"14/02/2022, 14:39","15/02/2022, 6:57",18,15,15,4398,24,arrived
1059,1250,7,24,417,134,"11/09/2017, 10:30","11/09/2017, 19:06",15,29,29,4538,55,takeoff
1060,500,8,65,539,494,"22/05/2022, 23:12","23/05/2022, 5:30",4,27,27,3806,15,delayed
1061,1446,5,80,640,265,"04/09/2015, 6:27","04/09/2015, 9:55",11,28,28,880,54,delayed
1062,81,6,32,313,394,"14/03/2015, 9:16","15/03/2015, 4:07",6,14,14,3727,4,takeoff
1063,1096,5,23,419,339,"05/09/2015, 12:46","06/09/2015, 4:22",17,13,13,2805,33,delayed
1064,1598,3,8,991,287,"06/05/2016, 5:47","07/05/2016, 2:19",13,27,27,3564,41,delayed
1065,910,6,47,224,310,"29/05/2018, 22:54","30/05/2018, 7:08",22,27,27,4128,52,takeoff
1066,297,8,93,753,425,"20/07/2016, 5:28","20/07/2016, 15:05",24,26,26,4628,6,arrived
1067,1436,4,40,596,471,"21/01/2017, 5:19","21/01/2017, 20:53",14,2,2,3576,24,canceled
1068,684,5,57,610,239,"26/03/2019, 15:22","27/03/2019, 11:43",24,12,12,2127,53,canceled
1069,1077,2,62,897,494,"20/11/2015, 9:19","21/11/2015, 5:43",15,29,29,871,21,arrived
1070,815,4,7,712,136,"05/09/2019, 22:46","06/09/2019, 1:18",15,20,20,1687,35,arrived
1071,1767,5,26,640,143,"11/06/2015, 23:22","12/06/2015, 19:28",5,9,9,1069,22,delayed
1072,63,7,51,621,187,"04/03/2016, 23:38","05/03/2016, 23:04",8,16,16,4239,24,canceled
1073,1906,2,100,430,276,"08/01/2015, 9:07","08/01/2015, 12:33",19,3,3,816,57,canceled
1074,261,8,65,413,394,"17/09/2020, 4:41","17/09/2020, 17:49",18,17,17,351,32,waiting for departure
1075,533,4,78,139,308,"07/03/2015, 17:28","08/03/2015, 1:35",6,26,26,1955,31,arrived
1076,1379,6,67,954,379,"23/01/2020, 7:22","23/01/2020, 15:22",22,32,32,1890,52,waiting for departure
1077,453,7,12,558,216,"12/01/2018, 21:56","13/01/2018, 15:39",10,27,27,682,35,arrived
1078,564,7,73,363,426,"25/10/2019, 7:49","26/10/2019, 5:35",13,13,13,4748,49,canceled
1079,269,2,38,743,275,"09/05/2021, 20:15","10/05/2021, 16:54",7,9,9,1396,59,takeoff
1080,1246,3,18,264,352,"18/02/2021, 5:12","18/02/2021, 16:32",4,7,7,1275,19,arrived
1081,679,1,4,978,140,"14/05/2020, 17:57","15/05/2020, 1:33",11,30,30,3624,2,canceled
1082,229,1,48,795,343,"16/03/2021, 11:20","17/03/2021, 5:58",10,2,2,4390,45,canceled
1083,818,7,43,351,128,"13/02/2019, 2:36","14/02/2019, 0:35",23,27,27,4649,6,delayed
1084,749,8,6,739,156,"15/10/2021, 2:18","15/10/2021, 5:55",13,16,16,1624,6,takeoff
1085,702,6,77,748,276,"07/05/2016, 13:59","08/05/2016, 13:29",5,14,14,3796,53,canceled
1086,1040,7,21,993,476,"16/11/2020, 9:45","16/11/2020, 21:03",4,21,21,716,52,takeoff
1087,769,7,11,188,389,"07/10/2020, 23:48","08/10/2020, 10:03",23,17,17,2806,24,canceled
1088,1424,3,90,463,152,"06/10/2020, 20:51","07/10/2020, 16:17",4,3,3,2762,9,takeoff
1089,1207,4,82,610,366,"05/01/2019, 10:34","06/01/2019, 4:17",1,6,6,2968,25,canceled
1090,152,1,3,926,336,"19/01/2022, 21:20","20/01/2022, 5:31",14,10,10,2807,5,arrived
1091,373,6,88,842,197,"19/02/2021, 12:09","20/02/2021, 11:23",11,17,17,2904,13,waiting for departure
1092,168,2,81,763,470,"23/04/2020, 8:55","23/04/2020, 15:08",5,27,27,1449,17,canceled
1093,1925,5,71,286,171,"04/02/2016, 3:49","04/02/2016, 7:46",20,20,20,1343,60,takeoff
1094,1669,1,58,879,431,"28/05/2019, 13:59","28/05/2019, 20:18",16,7,7,4260,50,arrived
1095,1264,7,38,700,432,"08/08/2021, 15:04","09/08/2021, 2:23",4,20,20,1680,60,arrived
1096,1482,8,70,721,227,"25/06/2021, 5:28","25/06/2021, 12:52",6,3,3,3544,32,delayed
1097,868,5,63,146,103,"31/10/2015, 19:22","01/11/2015, 16:31",15,12,12,1939,28,arrived
1098,900,3,18,574,359,"13/03/2016, 16:03","14/03/2016, 9:32",21,15,15,567,29,waiting for departure
1099,1449,2,94,588,133,"18/10/2019, 7:11","19/10/2019, 1:03",21,28,28,3903,17,arrived
1100,6,7,22,656,393,"21/10/2021, 15:07","22/10/2021, 1:13",5,8,8,2342,33,waiting for departure
1101,1672,6,69,815,110,"23/06/2021, 6:32","23/06/2021, 17:39",12,13,13,1327,22,waiting for departure
1102,897,2,64,422,101,"10/02/2020, 4:42","10/02/2020, 18:26",15,26,26,1719,51,delayed
1103,1113,3,81,129,350,"10/01/2016, 15:59","11/01/2016, 2:32",8,13,13,2195,18,delayed
1104,1524,5,86,256,204,"23/10/2015, 23:59","24/10/2015, 5:46",22,28,28,539,3,delayed
1105,1735,3,38,997,314,"08/04/2016, 4:16","09/04/2016, 2:43",23,3,3,1326,28,takeoff
1106,1460,5,88,164,115,"18/09/2016, 18:39","19/09/2016, 1:57",21,3,3,4042,12,arrived
1107,668,5,24,247,470,"30/08/2017, 0:09","30/08/2017, 3:08",8,10,10,2162,27,delayed
1108,1880,6,46,402,360,"28/02/2019, 3:08","28/02/2019, 15:19",13,2,2,3023,48,waiting for departure
1109,1908,1,55,481,401,"23/09/2022, 23:28","24/09/2022, 3:44",21,5,5,1547,23,takeoff
1110,1294,2,11,700,464,"13/03/2019, 22:46","14/03/2019, 14:51",1,20,20,3735,20,takeoff
1111,1252,2,84,907,488,"29/09/2021, 2:47","29/09/2021, 18:49",3,16,16,2223,36,delayed
1112,901,7,49,525,494,"30/12/2015, 15:28","31/12/2015, 8:27",5,31,31,4422,10,canceled
1113,1520,8,10,379,276,"30/09/2022, 14:51","01/10/2022, 5:53",1,5,5,3189,26,arrived
1114,987,2,58,921,409,"26/03/2020, 2:47","27/03/2020, 0:04",7,19,19,1288,35,takeoff
1115,1622,6,74,721,300,"22/08/2015, 16:13","22/08/2015, 22:41",9,8,8,472,29,delayed
1116,1248,1,96,784,342,"30/06/2017, 13:40","01/07/2017, 5:47",6,13,13,4175,22,takeoff
1117,1033,7,70,875,414,"30/12/2019, 19:17","31/12/2019, 0:44",21,27,27,317,3,arrived
1118,580,5,68,344,197,"04/11/2020, 11:02","04/11/2020, 17:39",11,29,29,4551,40,delayed
1119,193,1,65,627,425,"13/06/2022, 8:41","13/06/2022, 13:43",12,32,32,4427,10,arrived
1120,1759,8,17,139,458,"04/06/2019, 5:43","04/06/2019, 22:25",18,16,16,2278,31,arrived
1121,987,3,2,133,132,"18/03/2017, 5:35","18/03/2017, 14:25",21,4,4,4336,50,delayed
1122,1057,8,56,995,419,"22/05/2021, 7:40","22/05/2021, 13:51",10,3,3,4182,53,delayed
1123,1527,8,9,694,144,"23/07/2021, 15:24","24/07/2021, 3:47",1,33,33,2560,20,delayed
1124,622,3,79,806,363,"09/05/2021, 15:20","10/05/2021, 13:03",1,12,12,2196,43,arrived
1125,267,5,90,405,248,"03/11/2018, 11:19","04/11/2018, 0:26",22,29,29,829,53,takeoff
1126,1890,1,13,819,338,"02/11/2020, 3:17","02/11/2020, 14:25",19,15,15,4086,48,delayed
1127,1329,7,67,305,436,"25/06/2020, 16:19","25/06/2020, 20:26",5,32,32,4398,33,waiting for departure
1128,1758,3,85,619,228,"14/03/2018, 2:24","14/03/2018, 13:50",17,8,8,1653,10,waiting for departure
1129,784,8,45,741,258,"09/06/2016, 7:43","10/06/2016, 6:38",13,9,9,653,53,delayed
1130,182,6,36,278,375,"03/02/2015, 21:09","04/02/2015, 9:53",23,30,30,4627,26,takeoff
1131,1935,8,63,833,315,"05/03/2016, 22:36","06/03/2016, 11:15",16,20,20,1275,48,takeoff
1132,402,1,90,234,457,"22/02/2022, 16:09","23/02/2022, 13:29",20,6,6,1552,23,waiting for departure
1133,1453,6,34,621,231,"27/02/2015, 21:33","28/02/2015, 11:40",23,2,2,1888,4,waiting for departure
1134,1408,5,32,669,455,"05/05/2018, 2:44","05/05/2018, 6:37",5,6,6,1170,24,delayed
1135,1474,6,5,324,324,"19/03/2018, 19:06","20/03/2018, 7:05",4,10,10,4509,53,arrived
1136,954,2,11,793,216,"18/06/2018, 7:41","18/06/2018, 20:24",21,11,11,4308,4,arrived
1137,1631,4,84,795,373,"19/04/2019, 16:35","19/04/2019, 19:46",14,11,11,2351,15,arrived
1138,934,4,56,160,417,"23/10/2021, 8:21","24/10/2021, 4:22",8,18,18,3946,54,takeoff
1139,781,7,37,436,107,"21/11/2016, 5:57","22/11/2016, 2:43",16,13,13,1559,41,waiting for departure
1140,1149,5,48,480,102,"08/11/2020, 2:25","08/11/2020, 8:56",10,13,13,1922,42,arrived
1141,1700,6,14,519,421,"17/01/2019, 7:22","17/01/2019, 23:39",5,21,21,2668,11,takeoff
1142,1455,4,18,801,448,"08/04/2020, 5:12","09/04/2020, 3:52",15,26,26,4924,6,arrived
1143,1514,7,17,884,117,"09/09/2019, 10:01","09/09/2019, 20:23",22,32,32,4892,27,canceled
1144,1144,2,29,847,134,"22/11/2019, 3:00","23/11/2019, 1:19",20,12,12,2663,51,arrived
1145,313,6,51,456,110,"21/01/2022, 6:45","21/01/2022, 22:08",5,32,32,1810,50,waiting for departure
1146,872,6,21,652,182,"12/01/2018, 4:28","12/01/2018, 16:36",23,5,5,1033,11,arrived
1147,506,1,46,457,466,"08/12/2015, 14:08","08/12/2015, 17:04",3,32,32,1014,59,takeoff
1148,257,8,30,999,313,"02/05/2017, 2:27","03/05/2017, 1:32",7,26,26,3745,48,takeoff
1149,141,3,78,218,171,"02/10/2021, 0:51","02/10/2021, 12:18",17,5,5,2667,58,canceled
1150,871,7,43,185,422,"20/09/2021, 5:57","20/09/2021, 9:12",2,14,14,1844,38,arrived
1151,796,4,72,712,379,"17/08/2022, 17:57","17/08/2022, 21:27",5,33,33,1649,33,arrived
